SAT.V,SAT.Q,SAT.C,School,GPA,Status,Gender
610,540,1150,NATURAL SCIENCE,2.6025,G,M
490,520,1010,LIBERAL ARTS,2.0074,G,F
580,530,1110,BUSINESS,2.9763,G,F
620,680,1300,LIBERAL ARTS,3.4274,G,M
530,620,1150,ENGINEERING,3.2887,G,F
490,540,1030,NATURAL SCIENCE,3.2881,G,F
650,440,1090,LIBERAL ARTS,3.5169,G,F
690,710,1400,ENGINEERING,3.6421,G,M
600,670,1270,NATURAL SCIENCE,2.475,G,F
670,620,1290,BUSINESS,3.2783,G,F
560,640,1200,LIBERAL ARTS,2.5769,G,M
660,680,1340,BUSINESS,4,G,M
620,530,1150,NATURAL SCIENCE,3.4,G,F
580,460,1040,COMMUNICATIONS,3.2807,G,M
580,630,1210,LIBERAL ARTS,3.1578,G,M
520,590,1110,LIBERAL ARTS,3.8019,G,F
680,710,1390,BUSINESS,3.7446,G,F
500,500,1000,EDUCATION,3.2708,G,F
660,690,1350,ENGINEERING,3.2531,G,F
580,610,1190,LIBERAL ARTS,3.2666,G,M
730,740,1470,BUSINESS,3.7555,G,M
510,560,1070,NATURAL SCIENCE,3.4042,G,F
650,680,1330,LIBERAL ARTS,3.689,G,F
480,440,920,COMMUNICATIONS,2.7596,G,F
530,570,1100,LIBERAL ARTS,3.1391,G,F
440,550,990,BUSINESS,3.2912,G,M
580,550,1130,LIBERAL ARTS,2.991,G,F
560,520,1080,LIBERAL ARTS,2.4782,G,M
550,700,1250,ENGINEERING,2.2222,G,F
550,720,1270,NATURAL SCIENCE,2.6324,G,F
580,640,1220,BUSINESS,3.6756,G,F
750,630,1380,COMMUNICATIONS,3.909,G,M
660,800,1460,ENGINEERING,3.6013,G,F
530,540,1070,EDUCATION,3.8867,G,F
610,640,1250,LIBERAL ARTS,3.5148,G,F
630,490,1120,ENGINEERING,3.3571,G,M
590,600,1190,LIBERAL ARTS,3.0384,G,F
440,570,1010,NATURAL SCIENCE,3.4036,G,M
540,600,1140,LIBERAL ARTS,2.6774,G,F
750,740,1490,LIBERAL ARTS,3.9752,G,F
690,700,1390,LIBERAL ARTS,3.8598,G,M
540,470,1010,COMMUNICATIONS,3.423,G,M
520,580,1100,EDUCATION,3.4434,G,M
520,550,1070,LIBERAL ARTS,3.5217,G,F
510,530,1040,EDUCATION,3.2909,G,F
570,520,1090,BUSINESS,2.8111,G,M
400,460,860,BUSINESS,2.3669,G,F
630,530,1160,COMMUNICATIONS,3.6509,G,M
680,670,1350,LIBERAL ARTS,3.4583,G,M
520,550,1070,NATURAL SCIENCE,3.9405,G,M
700,620,1320,FINE ARTS,3.0526,G,F
510,520,1030,EDUCATION,3.43,G,M
590,690,1280,ENGINEERING,3,G,F
420,440,860,EDUCATION,3.0873,G,M
520,450,970,COMMUNICATIONS,2.6279,G,F
540,580,1120,LIBERAL ARTS,2.7066,G,M
640,560,1200,LIBERAL ARTS,3.6834,G,M
470,680,1150,LIBERAL ARTS,2.8181,G,F
600,640,1240,LIBERAL ARTS,3.4159,G,M
620,630,1250,LIBERAL ARTS,3.6739,G,F
520,570,1090,EDUCATION,1.9328,G,F
500,600,1100,NATURAL SCIENCE,2.7164,G,M
620,740,1360,ENGINEERING,2.6204,G,M
610,790,1400,BUSINESS,3.202,G,F
610,580,1190,BUSINESS,2.5555,G,F
480,440,920,LIBERAL ARTS,3.0089,G,M
640,520,1160,NATURAL SCIENCE,3.155,G,F
760,710,1470,BUSINESS,3.5289,G,F
450,580,1030,LIBERAL ARTS,3.396,G,M
480,560,1040,COMMUNICATIONS,2.9639,G,F
490,490,980,BUSINESS,2.9263,G,M
670,670,1340,LIBERAL ARTS,2.5915,G,M
580,760,1340,LIBERAL ARTS,2.8979,G,M
720,700,1420,NATURAL SCIENCE,3.872,G,M
760,750,1510,LIBERAL ARTS,3.9307,G,F
620,540,1160,NATURAL SCIENCE,3.9464,G,M
550,480,1030,COMMUNICATIONS,3.7352,G,M
430,350,780,NURSING,3.1176,G,F
550,480,1030,EDUCATION,3.1428,G,M
590,650,1240,LIBERAL ARTS,2.8727,G,F
500,510,1010,BUSINESS,3.2698,G,M
630,550,1180,LIBERAL ARTS,3.2743,G,M
550,610,1160,BUSINESS,2.5669,G,F
620,650,1270,LIBERAL ARTS,2.9545,G,F
610,590,1200,NATURAL SCIENCE,3.0806,G,M
520,590,1110,ENGINEERING,2.6488,G,F
690,650,1340,NATURAL SCIENCE,3.4939,G,M
470,620,1090,LIBERAL ARTS,3.6285,G,M
530,600,1130,LIBERAL ARTS,2.8787,G,F
730,680,1410,LIBERAL ARTS,3.8548,G,M
520,600,1120,LIBERAL ARTS,2.4569,G,M
640,730,1370,COMMUNICATIONS,2.6946,G,F
680,640,1320,BUSINESS,3.1833,G,F
680,600,1280,SOCIAL WORK,3.5698,G,M
630,710,1340,NATURAL SCIENCE,2.9268,G,M
620,700,1320,LIBERAL ARTS,2.99,G,F
490,460,950,LIBERAL ARTS,2.2573,G,F
570,650,1220,NATURAL SCIENCE,3.6363,G,F
510,630,1140,LIBERAL ARTS,3.536,G,M
390,480,870,NATURAL SCIENCE,2.1398,G,F
550,560,1110,LIBERAL ARTS,3.6574,G,F
470,540,1010,FINE ARTS,2.9491,G,F
540,560,1100,BUSINESS,2.7311,G,M
600,630,1230,NATURAL SCIENCE,2.6513,G,M
620,580,1200,COMMUNICATIONS,3.349,G,M
590,590,1180,NATURAL SCIENCE,3.488,G,F
690,660,1350,LIBERAL ARTS,3.2517,G,M
690,680,1370,LIBERAL ARTS,3.9055,G,M
520,470,990,LIBERAL ARTS,2.5775,G,M
720,660,1380,ENGINEERING,2.7956,G,F
600,600,1200,LIBERAL ARTS,3.5223,G,M
640,670,1310,BUSINESS,3.5086,G,F
540,560,1100,NATURAL SCIENCE,2.4107,G,F
510,430,940,LIBERAL ARTS,3.5663,G,M
700,580,1280,COMMUNICATIONS,3.3009,G,F
650,650,1300,COMMUNICATIONS,3.2056,G,M
650,650,1300,FINE ARTS,3.3305,G,M
600,480,1080,FINE ARTS,3.3431,G,M
610,710,1320,LIBERAL ARTS,2.3807,G,M
620,640,1260,LIBERAL ARTS,3.5049,G,M
750,570,1320,LIBERAL ARTS,2.9406,G,M
470,650,1120,LIBERAL ARTS,3.0529,G,F
660,610,1270,COMMUNICATIONS,3.7604,G,M
660,540,1200,LIBERAL ARTS,3.31,G,F
590,510,1100,NATURAL SCIENCE,2.4545,G,F
710,510,1220,LIBERAL ARTS,3.59,G,M
550,500,1050,LIBERAL ARTS,2.4354,G,M
700,720,1420,NATURAL SCIENCE,3.8607,G,F
670,770,1440,BUSINESS,3.9702,G,M
650,620,1270,NATURAL SCIENCE,3.5433,G,F
610,550,1160,ENGINEERING,3.5063,G,F
670,660,1330,NATURAL SCIENCE,2.9911,G,F
660,620,1280,NURSING,2.4915,G,F
630,690,1320,LIBERAL ARTS,3.5288,G,F
410,520,930,NATURAL SCIENCE,2.9482,G,F
560,670,1230,SOCIAL WORK,3.7416,G,M
790,710,1500,NATURAL SCIENCE,3.9754,G,M
650,690,1340,BUSINESS,3.8333,G,M
500,560,1060,COMMUNICATIONS,3.2244,G,M
570,660,1230,ENGINEERING,3.6917,G,M
440,380,820,BUSINESS,3.504,G,F
660,600,1260,NATURAL SCIENCE,3.5537,G,F
510,550,1060,BUSINESS,3.3292,G,M
640,640,1280,BUSINESS,3.7416,G,M
470,610,1080,LIBERAL ARTS,3.0461,G,F
610,770,1380,ENGINEERING,3.7037,G,M
650,590,1240,BUSINESS,3.3626,G,M
540,690,1230,LIBERAL ARTS,3.1926,G,F
490,600,1090,LIBERAL ARTS,3.29,G,F
510,630,1140,NATURAL SCIENCE,2.4285,G,F
470,490,960,BUSINESS,2.9009,G,F
580,560,1140,NATURAL SCIENCE,3.3821,G,M
550,640,1190,LIBERAL ARTS,2.8762,G,M
670,630,1300,BUSINESS,3.7768,G,F
630,590,1220,ENGINEERING,2.6616,G,F
790,700,1490,FINE ARTS,4,G,M
770,740,1510,ENGINEERING,3.9154,G,M
460,680,1140,BUSINESS,3.1681,G,M
620,620,1240,COMMUNICATIONS,3.2211,G,M
530,510,1040,LIBERAL ARTS,2.9259,G,F
570,710,1280,ENGINEERING,3.5354,G,F
580,650,1230,ENGINEERING,3.2828,G,F
630,550,1180,BUSINESS,3.6603,G,F
610,590,1200,BUSINESS,3.5,G,M
610,510,1120,NATURAL SCIENCE,3.584,G,F
500,530,1030,LIBERAL ARTS,2.1858,G,M
600,700,1300,LIBERAL ARTS,3.3157,G,F
650,690,1340,ENGINEERING,3.144,G,M
580,600,1180,LIBERAL ARTS,3.032,G,M
490,550,1040,FINE ARTS,2.4285,G,M
570,520,1090,COMMUNICATIONS,3.1984,G,F
600,590,1190,COMMUNICATIONS,2.5769,G,M
690,620,1310,COMMUNICATIONS,3.3265,G,M
560,590,1150,LIBERAL ARTS,3.3115,G,F
540,690,1230,LIBERAL ARTS,3.6106,G,F
640,630,1270,NATURAL SCIENCE,3.9736,G,M
560,560,1120,LIBERAL ARTS,2.2844,G,M
540,620,1160,NATURAL SCIENCE,2.6101,G,F
500,540,1040,EDUCATION,2.106,G,F
740,610,1350,LIBERAL ARTS,3.0866,G,M
690,660,1350,BUSINESS,3.8823,G,F
730,790,1520,BUSINESS,3.8181,G,F
580,440,1020,LIBERAL ARTS,2.686,G,F
480,510,990,LIBERAL ARTS,3.741,G,M
520,700,1220,LIBERAL ARTS,3.3628,G,M
590,570,1160,BUSINESS,3.542,G,F
620,620,1240,FINE ARTS,3.5,G,M
540,570,1110,LIBERAL ARTS,2.77,G,F
650,680,1330,FINE ARTS,3.4649,G,M
710,800,1510,ENGINEERING,3.915,G,F
570,560,1130,LIBERAL ARTS,2.9528,G,M
780,790,1570,ENGINEERING,3.9718,G,M
390,460,850,LIBERAL ARTS,2.8814,G,F
640,700,1340,NATURAL SCIENCE,3.3965,G,M
780,740,1520,ENGINEERING,3.3493,G,M
630,650,1280,ENGINEERING,3.5294,G,F
430,620,1050,ENGINEERING,2.3795,G,M
650,700,1350,LIBERAL ARTS,3.3185,G,F
710,650,1360,LIBERAL ARTS,3.3333,G,F
650,580,1230,LIBERAL ARTS,3.5922,G,F
620,780,1400,ENGINEERING,3.587,G,F
590,700,1290,NATURAL SCIENCE,3,G,M
630,540,1170,LIBERAL ARTS,3.9534,G,F
570,550,1120,FINE ARTS,3.0675,G,M
720,800,1520,BUSINESS,2.936,G,F
510,500,1010,LIBERAL ARTS,2.625,G,F
590,640,1230,LIBERAL ARTS,3.134,G,M
520,550,1070,COMMUNICATIONS,4,G,F
510,520,1030,LIBERAL ARTS,2.9642,G,F
490,520,1010,EDUCATION,3.4214,G,M
520,670,1190,LIBERAL ARTS,3.1346,G,M
590,610,1200,NATURAL SCIENCE,3.3507,G,M
590,660,1250,LIBERAL ARTS,3.0744,G,M
670,620,1290,COMMUNICATIONS,3.7473,G,F
720,640,1360,BUSINESS,3.918,G,F
560,620,1180,LIBERAL ARTS,3.009,G,M
490,550,1040,LIBERAL ARTS,3.0333,G,M
630,620,1250,ENGINEERING,2.4519,G,F
560,620,1180,NATURAL SCIENCE,3.248,G,F
490,550,1040,BUSINESS,2.7706,G,F
650,660,1310,BUSINESS,3.5048,G,F
510,540,1050,LIBERAL ARTS,3.7735,G,F
550,580,1130,LIBERAL ARTS,2.7438,G,M
680,620,1300,LIBERAL ARTS,2.2807,G,F
550,640,1190,NATURAL SCIENCE,3.4779,G,F
680,660,1340,LIBERAL ARTS,2.8842,G,F
560,700,1260,ENGINEERING,3.7627,G,M
500,570,1070,EDUCATION,2.7647,G,F
580,630,1210,ENGINEERING,3.9264,G,F
530,600,1130,LIBERAL ARTS,3.3777,G,M
530,560,1090,NATURAL SCIENCE,2.96,G,F
600,770,1370,ENGINEERING,2.8181,G,M
750,740,1490,NATURAL SCIENCE,3.6622,G,F
530,570,1100,BUSINESS,3.2666,G,F
780,720,1500,ENGINEERING,3.8496,G,M
450,470,920,BUSINESS,3.0185,G,F
580,560,1140,LIBERAL ARTS,3.2608,G,F
670,620,1290,COMMUNICATIONS,3.55,G,F
590,630,1220,LIBERAL ARTS,3.6736,G,M
480,480,960,LIBERAL ARTS,2.5312,G,F
620,600,1220,LIBERAL ARTS,3.2893,G,M
530,590,1120,LIBERAL ARTS,3.5794,G,M
700,690,1390,ENGINEERING,3.4172,G,F
650,730,1380,LIBERAL ARTS,3.7663,G,M
560,550,1110,LIBERAL ARTS,3.3839,G,F
650,670,1320,LIBERAL ARTS,3.6533,G,F
580,570,1150,BUSINESS,2.475,G,F
530,520,1050,LIBERAL ARTS,2.8508,G,M
630,610,1240,LIBERAL ARTS,3.1194,G,M
490,510,1000,LIBERAL ARTS,3.6206,G,F
520,520,1040,LIBERAL ARTS,2.6014,G,M
580,520,1100,BUSINESS,2.8333,G,M
640,700,1340,ENGINEERING,3.379,G,F
680,650,1330,NATURAL SCIENCE,3.3896,G,F
520,690,1210,NATURAL SCIENCE,2.5491,G,F
770,790,1560,ENGINEERING,3.6927,G,F
480,640,1120,NATURAL SCIENCE,3,G,F
680,660,1340,ENGINEERING,3.181,G,M
660,690,1350,COMMUNICATIONS,3.8195,G,M
530,600,1130,NATURAL SCIENCE,2.5725,G,M
650,680,1330,LIBERAL ARTS,3.4893,G,F
720,700,1420,BUSINESS,3.8189,G,F
580,550,1130,NATURAL SCIENCE,3.1,G,F
520,550,1070,EDUCATION,3.1897,G,M
660,690,1350,NATURAL SCIENCE,3.8148,G,F
640,640,1280,LIBERAL ARTS,3.5327,G,M
690,710,1400,NATURAL SCIENCE,3.6666,G,F
390,470,860,FINE ARTS,3.1739,G,M
640,660,1300,EDUCATION,3.6737,G,M
490,550,1040,BUSINESS,3.307,G,M
530,670,1200,NATURAL SCIENCE,2.5954,G,M
690,690,1380,LIBERAL ARTS,3.5428,G,M
620,670,1290,NATURAL SCIENCE,2.3787,G,M
660,630,1290,NATURAL SCIENCE,2.6016,G,F
570,590,1160,LIBERAL ARTS,2.1103,G,M
560,620,1180,BUSINESS,3.0176,G,F
720,740,1460,NATURAL SCIENCE,3.2857,G,F
510,490,1000,LIBERAL ARTS,3.5428,G,M
640,650,1290,NATURAL SCIENCE,3.9752,G,M
710,800,1510,NATURAL SCIENCE,3.075,G,M
660,610,1270,BUSINESS,3.1826,G,F
560,590,1150,LIBERAL ARTS,2.6587,G,F
640,670,1310,LIBERAL ARTS,2.8677,G,M
520,620,1140,BUSINESS,3.1956,G,F
650,680,1330,LIBERAL ARTS,2.9805,G,M
540,510,1050,LIBERAL ARTS,3.4375,G,F
650,600,1250,NATURAL SCIENCE,3.09,G,M
490,610,1100,NATURAL SCIENCE,3.2977,G,F
560,690,1250,NATURAL SCIENCE,3.4777,G,F
540,620,1160,BUSINESS,2.3106,G,M
620,680,1300,BUSINESS,3.9237,G,F
540,530,1070,LIBERAL ARTS,3.375,G,F
550,480,1030,NATURAL SCIENCE,2.689,G,F
570,650,1220,BUSINESS,3.0113,G,F
510,620,1130,LIBERAL ARTS,2.2941,G,M
590,580,1170,LIBERAL ARTS,2.7656,G,F
470,470,940,LIBERAL ARTS,3.0461,G,M
510,540,1050,LIBERAL ARTS,2.4545,G,M
700,740,1440,NATURAL SCIENCE,3.8217,G,F
710,790,1500,LIBERAL ARTS,3.2881,G,M
520,530,1050,COMMUNICATIONS,2.7565,G,M
680,650,1330,NATURAL SCIENCE,3.6326,G,M
610,570,1180,NATURAL SCIENCE,2.5652,G,F
610,640,1250,LIBERAL ARTS,3.4454,G,F
500,560,1060,LIBERAL ARTS,3.4897,G,M
450,540,990,LIBERAL ARTS,2.4793,G,F
540,610,1150,BUSINESS,3.372,G,M
710,650,1360,FINE ARTS,3.5114,G,M
690,720,1410,ENGINEERING,3.921,G,M
420,510,930,BUSINESS,2.5959,G,F
500,620,1120,LIBERAL ARTS,2.6301,G,M
600,650,1250,NATURAL SCIENCE,3.1869,G,F
580,490,1070,BUSINESS,2.9247,G,M
450,600,1050,LIBERAL ARTS,2.2522,G,M
590,690,1280,BUSINESS,3.9181,G,F
680,640,1320,BUSINESS,3.2833,G,F
540,720,1260,BUSINESS,3.5757,G,F
590,630,1220,LIBERAL ARTS,2.1186,G,F
490,540,1030,LIBERAL ARTS,2.5,G,M
660,740,1400,NATURAL SCIENCE,3.975,G,M
590,540,1130,NATURAL SCIENCE,3.5042,G,F
550,630,1180,COMMUNICATIONS,3.2142,G,F
730,640,1370,LIBERAL ARTS,3.5454,G,M
610,630,1240,LIBERAL ARTS,3.173,G,F
520,490,1010,COMMUNICATIONS,2.7727,G,M
500,570,1070,LIBERAL ARTS,2.6379,G,M
500,590,1090,BUSINESS,3.2929,G,F
670,630,1300,BUSINESS,3.1443,G,M
620,630,1250,LIBERAL ARTS,3.1217,G,F
540,520,1060,ENGINEERING,2.6666,G,M
620,660,1280,ENGINEERING,3.8524,G,F
580,620,1200,BUSINESS,3.8489,G,M
490,600,1090,LIBERAL ARTS,2.7225,G,F
530,480,1010,NATURAL SCIENCE,3.8217,G,F
690,600,1290,NATURAL SCIENCE,3.2478,G,F
730,650,1380,LIBERAL ARTS,2.7352,G,M
690,510,1200,BUSINESS,3.1826,G,F
690,610,1300,FINE ARTS,3.9495,G,M
600,690,1290,ENGINEERING,2.3259,G,M
500,570,1070,LIBERAL ARTS,2.8606,G,M
540,530,1070,NATURAL SCIENCE,3.0844,G,M
630,670,1300,ENGINEERING,3.7766,G,M
630,530,1160,LIBERAL ARTS,3.0789,G,M
800,790,1590,NATURAL SCIENCE,3.1016,G,F
600,670,1270,LIBERAL ARTS,2.9596,G,F
620,750,1370,ENGINEERING,4,G,F
680,630,1310,LIBERAL ARTS,3.8811,G,M
520,590,1110,BUSINESS,2.7368,G,M
530,620,1150,COMMUNICATIONS,3.1018,G,M
760,640,1400,ENGINEERING,2.9424,G,M
610,710,1320,BUSINESS,3.5135,G,F
550,630,1180,NATURAL SCIENCE,2.8947,G,M
410,430,840,NATURAL SCIENCE,2.448,G,M
580,470,1050,EDUCATION,3.5932,G,F
600,470,1070,NATURAL SCIENCE,2.9098,G,M
530,450,980,LIBERAL ARTS,2.8224,G,F
550,490,1040,LIBERAL ARTS,3.5096,G,F
550,490,1040,NATURAL SCIENCE,3.0224,G,F
770,720,1490,BUSINESS,3.7559,G,F
710,740,1450,LIBERAL ARTS,2.8936,G,F
670,590,1260,LIBERAL ARTS,3.9724,G,F
580,680,1260,ENGINEERING,2.8037,G,M
500,600,1100,ENGINEERING,3.2291,G,M
610,610,1220,ENGINEERING,3.125,G,F
530,540,1070,LIBERAL ARTS,2.9666,G,M
780,690,1470,COMMUNICATIONS,3.5454,G,F
620,550,1170,BUSINESS,3.0224,G,M
670,610,1280,BUSINESS,3.7977,G,M
600,670,1270,NATURAL SCIENCE,3.4732,G,M
560,590,1150,NATURAL SCIENCE,3.4062,G,M
490,560,1050,ENGINEERING,2.8444,G,M
610,590,1200,LIBERAL ARTS,3.2371,G,F
570,580,1150,LIBERAL ARTS,3.8878,G,M
600,620,1220,NATURAL SCIENCE,2.6461,G,F
540,530,1070,EDUCATION,3.2,G,F
630,590,1220,NATURAL SCIENCE,3.5761,G,M
620,680,1300,COMMUNICATIONS,3.88,G,F
580,620,1200,NATURAL SCIENCE,2.2018,G,M
680,790,1470,BUSINESS,3.6551,G,M
560,510,1070,NATURAL SCIENCE,2.59,G,F
530,590,1120,LIBERAL ARTS,2.0796,G,M
440,600,1040,LIBERAL ARTS,2.559,G,M
630,580,1210,LIBERAL ARTS,3.32,G,M
550,570,1120,LIBERAL ARTS,3.271,G,F
440,620,1060,ENGINEERING,2.7685,G,M
620,560,1180,LIBERAL ARTS,3.2268,G,M
570,630,1200,ENGINEERING,3.719,G,M
540,610,1150,ENGINEERING,3.2272,G,M
610,520,1130,LIBERAL ARTS,3.8988,G,F
650,620,1270,COMMUNICATIONS,3.6702,G,F
540,670,1210,LIBERAL ARTS,3.6428,G,M
660,680,1340,BUSINESS,3.8686,G,F
530,550,1080,NATURAL SCIENCE,3.3619,G,F
610,500,1110,LIBERAL ARTS,2.7777,G,M
510,620,1130,LIBERAL ARTS,2.5454,G,F
530,700,1230,NATURAL SCIENCE,4,G,M
560,530,1090,BUSINESS,3.6806,G,M
640,600,1240,LIBERAL ARTS,2.7722,G,M
560,650,1210,NATURAL SCIENCE,2.9368,G,M
540,520,1060,NATURAL SCIENCE,3.1785,G,M
790,680,1470,LIBERAL ARTS,3.5888,G,F
580,690,1270,ENGINEERING,2.8846,G,M
690,600,1290,LIBERAL ARTS,3.2155,G,M
650,680,1330,NATURAL SCIENCE,3.7047,G,M
520,570,1090,LIBERAL ARTS,2.9669,G,M
480,540,1020,LIBERAL ARTS,2.6065,G,M
700,660,1360,BUSINESS,3.76,G,F
530,610,1140,ENGINEERING,2.6134,G,F
600,610,1210,NATURAL SCIENCE,2.8969,G,M
620,670,1290,BUSINESS,3.2831,G,M
700,740,1440,ENGINEERING,3.4661,G,F
590,790,1380,LIBERAL ARTS,3.9021,G,F
610,600,1210,LIBERAL ARTS,2.7745,G,F
800,650,1450,COMMUNICATIONS,2.4393,G,M
570,590,1160,NATURAL SCIENCE,2.8333,G,M
620,590,1210,LIBERAL ARTS,3.0932,G,F
510,520,1030,EDUCATION,3.2105,G,F
670,610,1280,COMMUNICATIONS,3.8295,G,M
670,640,1310,LIBERAL ARTS,3.7157,G,M
510,510,1020,EDUCATION,3.1818,G,F
650,650,1300,EDUCATION,2.6804,G,M
610,620,1230,BUSINESS,2.7767,G,F
590,650,1240,NATURAL SCIENCE,2.8818,G,M
800,690,1490,LIBERAL ARTS,3.8717,G,F
680,740,1420,NATURAL SCIENCE,2.8076,G,M
470,580,1050,ENGINEERING,2.8905,G,M
540,650,1190,LIBERAL ARTS,3.915,G,F
600,540,1140,COMMUNICATIONS,3.0693,G,M
480,510,990,NATURAL SCIENCE,2.851,G,M
600,590,1190,LIBERAL ARTS,3.495,G,M
480,620,1100,LIBERAL ARTS,2.408,G,F
540,670,1210,ENGINEERING,2.7049,G,F
600,660,1260,LIBERAL ARTS,3.2417,G,F
460,530,990,LIBERAL ARTS,3.0442,G,F
660,640,1300,BUSINESS,3.3083,G,F
680,630,1310,NATURAL SCIENCE,3.8666,G,F
510,610,1120,FINE ARTS,2.3623,G,M
640,540,1180,BUSINESS,3.0192,G,F
600,670,1270,LIBERAL ARTS,3.0517,G,F
570,740,1310,BUSINESS,3.6224,G,M
510,660,1170,NATURAL SCIENCE,3.258,G,F
610,560,1170,BUSINESS,3.1588,G,F
730,720,1450,ENGINEERING,3.9469,G,M
480,490,970,FINE ARTS,2.8141,G,F
540,510,1050,LIBERAL ARTS,2.875,G,F
570,500,1070,FINE ARTS,3.157,G,M
610,610,1220,BUSINESS,3.0091,G,M
640,690,1330,ENGINEERING,3.2638,G,F
560,590,1150,ENGINEERING,3.6875,G,F
570,450,1020,LIBERAL ARTS,3.7523,G,F
500,570,1070,ENGINEERING,3.5137,G,F
450,620,1070,LIBERAL ARTS,3.0937,G,F
610,480,1090,COMMUNICATIONS,3.1944,G,F
460,570,1030,NATURAL SCIENCE,2.6275,G,F
570,610,1180,NATURAL SCIENCE,3.427,G,M
590,640,1230,LIBERAL ARTS,3.4657,G,M
600,700,1300,BUSINESS,3.0901,G,M
410,520,930,BUSINESS,2.6504,G,F
670,540,1210,COMMUNICATIONS,3.6213,G,F
720,720,1440,BUSINESS,3.9391,G,M
650,540,1190,LIBERAL ARTS,2.74,G,F
600,670,1270,LIBERAL ARTS,2.2408,G,F
710,670,1380,ENGINEERING,3.9674,G,M
570,710,1280,FINE ARTS,3.6267,G,M
660,750,1410,BUSINESS,3.2231,G,F
570,560,1130,NATURAL SCIENCE,2.7153,G,M
580,550,1130,NURSING,2.7641,G,M
530,620,1150,BUSINESS,3.7684,G,F
600,430,1030,LIBERAL ARTS,3.0583,G,F
690,650,1340,ENGINEERING,2.8318,G,M
690,580,1270,NATURAL SCIENCE,2.8192,G,F
440,530,970,LIBERAL ARTS,2.8469,G,F
500,380,880,EDUCATION,3.6,G,M
540,570,1110,LIBERAL ARTS,3.3387,G,M
500,460,960,NATURAL SCIENCE,2.1172,G,M
580,590,1170,LIBERAL ARTS,2.7804,G,M
610,630,1240,LIBERAL ARTS,3.9117,G,M
570,440,1010,EDUCATION,3.3609,G,F
570,480,1050,BUSINESS,2.5245,G,M
760,630,1390,NATURAL SCIENCE,3.0294,G,F
630,660,1290,LIBERAL ARTS,2.8953,G,M
510,610,1120,LIBERAL ARTS,3.5,G,F
580,630,1210,BUSINESS,3.4158,G,F
650,700,1350,BUSINESS,3.5528,G,F
570,530,1100,EDUCATION,3.0172,G,M
500,520,1020,LIBERAL ARTS,2.959,G,M
580,440,1020,LIBERAL ARTS,2.7578,G,F
640,670,1310,BUSINESS,3.9417,G,F
690,710,1400,NATURAL SCIENCE,3.9381,G,M
510,520,1030,ENGINEERING,2.6391,G,M
650,590,1240,BUSINESS,3.0588,G,M
590,650,1240,ENGINEERING,3.2706,G,F
710,630,1340,BUSINESS,3.3577,G,M
530,530,1060,BUSINESS,3.2673,G,M
560,520,1080,LIBERAL ARTS,3.25,G,M
530,530,1060,LIBERAL ARTS,2.9349,G,F
710,690,1400,LIBERAL ARTS,3.4538,G,M
660,660,1320,LIBERAL ARTS,3.0288,G,F
530,560,1090,COMMUNICATIONS,3.1333,G,F
630,610,1240,LIBERAL ARTS,3.6069,G,F
580,610,1190,LIBERAL ARTS,2.9134,G,M
610,590,1200,LIBERAL ARTS,3.2307,G,F
680,710,1390,LIBERAL ARTS,2.2846,G,F
710,600,1310,COMMUNICATIONS,3.4495,G,F
530,590,1120,EDUCATION,3.5151,G,M
550,420,970,NURSING,2.9444,G,M
520,680,1200,NATURAL SCIENCE,2.6766,G,M
800,630,1430,LIBERAL ARTS,4,G,M
440,510,950,LIBERAL ARTS,3.1716,G,F
630,620,1250,FINE ARTS,3.3303,G,M
660,560,1220,LIBERAL ARTS,3.5769,G,F
680,700,1380,LIBERAL ARTS,3.7024,G,F
620,630,1250,BUSINESS,3.4594,G,F
490,610,1100,LIBERAL ARTS,3.072,G,F
630,660,1290,LIBERAL ARTS,3.5179,G,M
490,470,960,LIBERAL ARTS,3.0964,G,M
590,570,1160,NATURAL SCIENCE,2.8269,G,M
620,570,1190,EDUCATION,3.7983,G,F
560,700,1260,NURSING,3.0153,G,F
800,660,1460,NATURAL SCIENCE,3.9385,G,M
660,700,1360,NATURAL SCIENCE,3.7948,G,F
610,610,1220,LIBERAL ARTS,3.53,G,F
700,620,1320,LIBERAL ARTS,3.2115,G,F
650,680,1330,NATURAL SCIENCE,3.2764,G,M
610,550,1160,LIBERAL ARTS,2.9904,G,M
700,520,1220,FINE ARTS,3.2689,G,F
510,460,970,LIBERAL ARTS,3,G,M
590,660,1250,NATURAL SCIENCE,3.2517,G,M
590,650,1240,LIBERAL ARTS,2.5985,G,F
520,650,1170,COMMUNICATIONS,3.891,G,M
600,720,1320,NATURAL SCIENCE,3.4112,G,M
500,480,980,COMMUNICATIONS,2.6724,G,M
720,740,1460,COMMUNICATIONS,3.7794,G,F
340,550,890,NURSING,3.1061,G,M
440,550,990,LIBERAL ARTS,2.4713,G,M
580,610,1190,NATURAL SCIENCE,2.9416,G,M
600,440,1040,LIBERAL ARTS,3.024,G,M
610,670,1280,NURSING,3.6439,G,M
680,600,1280,COMMUNICATIONS,3.8666,G,F
660,710,1370,LIBERAL ARTS,3.6142,G,F
700,750,1450,ENGINEERING,3.707,G,M
440,490,930,LIBERAL ARTS,2.5045,G,F
590,550,1140,LIBERAL ARTS,2.236,G,F
670,750,1420,ARCHITECTURE,3.9483,G,F
510,460,970,COMMUNICATIONS,3.3648,G,M
800,710,1510,ENGINEERING,3.8666,G,M
